Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"52","'031","Azerbaijan","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%","0.000000","E"
"52","'031","Azerbaijan","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%","0.000000","E"
"52","'031","Azerbaijan","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%","0.000000","E"
"52","'031","Azerbaijan","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%","0.000000","E"
"52","'031","Azerbaijan","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No","0.000000","E"
"52","'031","Azerbaijan","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2018","2018","million No","0.000000","E"
"52","'031","Azerbaijan","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2019","2019","million No","0.000000","E"
"52","'031","Azerbaijan","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2020","2020","million No","0.000000","E"
"52","'031","Azerbaijan","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2021","2021","million No","0.000000","E"
"12","'044","Bahamas","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2017","2017","PPP dollar per person per day","4.276000","E"
"12","'044","Bahamas","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2018","2018","PPP dollar per person per day","4.387000","E"
"12","'044","Bahamas","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2019","2019","PPP dollar per person per day","4.364000","E"
"12","'044","Bahamas","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2020","2020","PPP dollar per person per day","4.488000","E"
"12","'044","Bahamas","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","2021","2021","PPP dollar per person per day","4.661000","E"
"12","'044","Bahamas","7007","Cost of starchy staples","6226","Value","2017","2017","PPP dollar per person per day","0.574000","E"
"12","'044","Bahamas","7008","Cost of animal source foods","6226","Value","2017","2017","PPP dollar per person per day","0.848000","E"
"12","'044","Bahamas","7009","Cost of legumes, nuts and seeds","6226","Value","2017","2017","PPP dollar per person per day","0.656000","E"
"12","'044","Bahamas","7010","Cost of vegetables","6226","Value","2017","2017","PPP dollar per person per day","0.716000","E"
"12","'044","Bahamas","7011","Cost of fruits","6226","Value","2017","2017","PPP dollar per person per day","1.030000","E"
"12","'044","Bahamas","7012","Cost of oils and fats","6226","Value","2017","2017","PPP dollar per person per day","0.453000","E"
"12","'044","Bahamas","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2017","2017","%",,"O"
"12","'044","Bahamas","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2018","2018","%",,"O"
"12","'044","Bahamas","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2019","2019","%",,"O"
"12","'044","Bahamas","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2020","2020","%",,"O"
"12","'044","Bahamas","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","2021","2021","%",,"O"
"12","'044","Bahamas","7006","Number of people unable to afford a healthy diet (million)","6132","Value","2017","2017","million No",,"O"
